rank,lemma,PoS,freq,synonym,synset,random,synonym_similarity_left,synonym_similarity_right,synonym_similarity,random_similarity_left,random_similarity_right,random_similarity
111,even,r,920346,yet,Synset('even.r.03'),materially,0.6464713662862778,0.6496858298778534,0.6480785980820656,0.5746111571788788,0.5705133266746998,0.5725622419267893
114,really,r,895900,truly,Synset('in_truth.r.01'),reputably,0.8439606055617332,0.8489084839820862,0.8464345447719097,0.6904996186494827,0.697211503982544,0.6938555613160133
115,work,v,854095,influence,Synset('influence.v.01'),last,0.7094556391239166,0.7054863125085831,0.7074709758162498,0.65605578571558,0.6679995357990265,0.6620276607573032
116,life,n,852257,lifespan,Synset('life.n.05'),splicer,0.7874519601464272,0.7939065247774124,0.7906792424619198,0.6265264749526978,0.6352322772145271,0.6308793760836124
118,right,r,830729,mighty,Synset('mighty.r.01'),longwise,0.6574719399213791,0.6493898779153824,0.6534309089183807,0.7264052331447601,0.7282760366797447,0.7273406349122524
121,try,v,795248,taste,Synset('sample.v.01'),administer,0.6427792012691498,0.6468116641044617,0.6447954326868057,0.6330004557967186,0.652898758649826,0.6429496072232723
122,let,v,780929,permit,Synset('let.v.01'),pick,0.6918958723545074,0.7175121456384659,0.7047040089964867,0.6113855317234993,0.6234391331672668,0.6174123324453831
125,call,v,768117,address,Synset('address.v.06'),warm,0.7260752618312836,0.7326206862926483,0.7293479740619659,0.6297706142067909,0.6244047209620476,0.6270876675844193
126,woman,n,759817,womanhood,Synset('womanhood.n.02'),executability,0.9246001094579697,0.9250226020812988,0.9248113557696342,0.6927867531776428,0.7014853954315186,0.6971360743045807
128,still,r,757548,withal,Synset('however.r.01'),technically,0.6703116744756699,0.6691859140992165,0.6697487942874432,0.6560535132884979,0.656854435801506,0.656453974545002
130,mean,v,748840,intend,Synset('mean.v.03'),corrode,0.756130538880825,0.7573048993945122,0.7567177191376686,0.656895361840725,0.6356557011604309,0.6462755315005779
134,world,n,732511,populace,Synset('populace.n.01'),secessionism,0.7193475142121315,0.7156073600053787,0.7174774371087551,0.687492810189724,0.664356142282486,0.675924476236105
136,feel,v,722826,finger,Synset('feel.v.09'),secure,0.6763691455125809,0.6919834315776825,0.6841762885451317,0.6704926565289497,0.6653324589133263,0.667912557721138
138,great,a,696589,outstanding,Synset('great.s.02'),incandescent,0.810897707939148,0.8133334368467331,0.8121155723929405,0.6977652087807655,0.7124889343976974,0.7051270715892315
140,child,n,685426,fry,Synset('child.n.01'),gastrogavage,0.6460620909929276,0.6408744603395462,0.6434682756662369,0.6925725266337395,0.6870966255664825,0.689834576100111
143,ask,v,676596,enquire,Synset('ask.v.01'),guzzle,0.7633100375533104,0.7717337310314178,0.7675218842923641,0.696140855550766,0.6957991048693657,0.6959699802100658
146,school,n,660191,schooltime,Synset('school.n.05'),plowshare,0.9218950569629669,0.9221460968255997,0.9220205768942833,0.6928417831659317,0.7005041539669037,0.6966729685664177
147,state,n,638012,land,Synset('country.n.02'),burns,0.7020763009786606,0.6973650977015495,0.6997206993401051,0.6036930754780769,0.5846735835075378,0.5941833294928074
149,talk,v,635614,mouth,Synset('talk.v.02'),localise,0.6796916350722313,0.6985218226909637,0.6891067288815975,0.7082518339157104,0.7083375677466393,0.7082947008311749
151,keep,v,626487,save,Synset('keep_open.v.01'),innervate,0.701324574649334,0.7070023790001869,0.7041634768247604,0.6680033430457115,0.6813185885548592,0.6746609658002853
152,leave,v,622651,exit,Synset('exit.v.01'),fishtail,0.7556265220046043,0.7723401933908463,0.7639833576977253,0.6584499925374985,0.6652256697416306,0.6618378311395645
153,put,v,616952,position,Synset('put.v.01'),credit,0.7069243267178535,0.7103696539998055,0.7086469903588295,0.6248559355735779,0.6172606721520424,0.6210583038628101
154,like,v,614691,wish,Synset('wish.v.02'),enthrone,0.6534600704908371,0.6733590438961983,0.6634095571935177,0.6771748960018158,0.6785980015993118,0.6778864488005638
155,help,v,606887,aid,Synset('help.v.01'),work,0.831837072968483,0.8288502395153046,0.8303436562418938,0.725509449839592,0.7365896701812744,0.7310495600104332
156,big,a,600364,bad,Synset('bad.s.02'),insomniac,0.7516002207994461,0.7544901072978973,0.7530451640486717,0.6711163520812988,0.6950158253312111,0.683066088706255
162,start,v,578246,commence,Synset('get_down.v.07'),disenable,0.8078165426850319,0.8135752603411674,0.8106959015130997,0.6719302088022232,0.6706870272755623,0.6713086180388927
164,high,a,567720,gamy,Synset('gamey.s.02'),finespun,0.6558079048991203,0.6696120277047157,0.662709966301918,0.6546142846345901,0.6877922117710114,0.6712032482028008
167,become,v,561963,suit,Synset('become.v.04'),charm,0.6057408228516579,0.6352387219667435,0.6204897724092007,0.6679041907191277,0.671609565615654,0.6697568781673908
170,happen,v,552797,befall,Synset('happen.v.02'),decimate,0.7408378198742867,0.7502733021974564,0.7455555610358715,0.7028506770730019,0.7016860842704773,0.7022683806717396
171,family,n,544520,mob,Synset('syndicate.n.01'),dunghill,0.7111245691776276,0.7126765921711922,0.7119005806744099,0.654620349407196,0.6634552180767059,0.659037783741951
173,president,n,538319,chair,Synset('president.n.04'),fugue,0.7452878877520561,0.7557747438549995,0.7505313158035278,0.6433226019144058,0.6812169551849365,0.6622697785496712
174,old,a,537424,older,Synset('old.s.04'),exhaustible,0.8416042700409889,0.844170406460762,0.8428873382508755,0.6698938980698586,0.6677807942032814,0.66883734613657
176,house,n,537037,sign,Synset('sign_of_the_zodiac.n.01'),milkman,0.6462313383817673,0.6475820243358612,0.6469066813588142,0.745388388633728,0.7480792328715324,0.7467338107526302
177,show,v,536889,usher,Synset('usher.v.01'),ferry,0.6326155290007591,0.6435975208878517,0.6381065249443054,0.6488119289278984,0.6669029146432877,0.657857421785593
179,student,n,530196,scholar,Synset('scholar.n.01'),thessalonica,0.8170507326722145,0.8197959885001183,0.8184233605861664,0.7273017689585686,0.7232077121734619,0.7252547405660152
181,seem,v,522940,appear,Synset('look.v.02'),overtire,0.8678349629044533,0.8766855597496033,0.8722602613270283,0.6560524851083755,0.6733264252543449,0.6646894551813602
183,part,n,517693,section,Synset('part.n.09'),hater,0.757912203669548,0.774364747107029,0.7661384753882885,0.6508429497480392,0.6523789912462234,0.6516109704971313
184,hear,v,516483,discover,Synset('learn.v.02'),cub,0.7616150602698326,0.7630812376737595,0.762348148971796,0.5683111697435379,0.5805699005723,0.5744405351579189
186,place,n,508803,property,Synset('place.n.02'),cardioid,0.6846021860837936,0.6865018457174301,0.6855520159006119,0.6358830854296684,0.6471973955631256,0.641540240496397
187,problem,n,504175,job,Synset('problem.n.01'),tacker,0.7292808517813683,0.7435351461172104,0.7364079989492893,0.7179189920425415,0.7274379804730415,0.7226784862577915
189,believe,v,500511,trust,Synset('believe.v.03'),undersell,0.7708262279629707,0.7888702973723412,0.779848262667656,0.7009086236357689,0.7097726985812187,0.7053406611084938
190,country,n,499369,nation,Synset('nation.n.02'),clam,0.8778040483593941,0.882737472653389,0.8802707605063915,0.6383355930447578,0.6618753001093864,0.6501054465770721
191,always,r,492943,perpetually,Synset('constantly.r.02'),yet,0.7929625511169434,0.7903409972786903,0.7916517741978168,0.6344776526093483,0.6505067646503448,0.6424922086298466
192,week,n,484834,workweek,Synset('workweek.n.01'),latch,0.8352164998650551,0.849275715649128,0.8422461077570915,0.6450370997190475,0.6587176695466042,0.6518773846328259
193,point,n,484094,detail,Synset('detail.n.01'),herod,0.6905884593725204,0.693439394235611,0.6920139268040657,0.7020133584737778,0.7089285999536514,0.7054709792137146
194,hand,n,481332,manus,Synset('hand.n.01'),impetuousness,0.6943294256925583,0.685883641242981,0.6901065334677696,0.7006542384624481,0.6939352005720139,0.697294719517231
196,play,v,478740,spiel,Synset('play.v.06'),buy,0.6710308119654655,0.6852929219603539,0.6781618669629097,0.7244095578789711,0.7171700075268745,0.7207897827029228
197,turn,v,477668,ferment,Synset('sour.v.01'),remould,0.6440989375114441,0.6476581767201424,0.6458785571157932,0.6406843811273575,0.6522393301129341,0.6464618556201458
199,group,n,470971,radical,Synset('group.n.02'),cardamum,0.6722986623644829,0.7017259672284126,0.6870123147964478,0.6744159162044525,0.6909369453787804,0.6826764307916164
202,run,v,465066,unravel,Synset('run.v.41'),indispose,0.6487840563058853,0.6409513056278229,0.6448676809668541,0.6370138898491859,0.6507769525051117,0.6438954211771488
203,guy,n,464082,hombre,Synset('guy.n.01'),sounding,0.6733395904302597,0.7013043314218521,0.6873219609260559,0.6330075711011887,0.6564888432621956,0.6447482071816921
205,case,n,458383,subject,Synset('subject.n.06'),fretsaw,0.6551018133759499,0.6630134284496307,0.6590576209127903,0.6365578845143318,0.6443116813898087,0.6404347829520702
206,question,n,457301,dubiousness,Synset('doubt.n.02'),anchorite,0.7428875118494034,0.7415775656700134,0.7422325387597084,0.6793317720293999,0.6920587867498398,0.6856952793896198
207,work,n,456169,employment,Synset('employment.n.02'),naan,0.7736885249614716,0.7923109233379364,0.782999724149704,0.6560465320944786,0.6709417551755905,0.6634941436350346
208,night,n,452094,nox,Synset('nox.n.01'),selene,0.6685497090220451,0.6843821257352829,0.676465917378664,0.6619239449501038,0.6647128835320473,0.6633184142410755
209,live,v,450380,inhabit,Synset('populate.v.01'),tauten,0.7272862866520882,0.7441517263650894,0.7357190065085888,0.6244754046201706,0.6529556140303612,0.6387155093252659
210,game,n,445149,plot,Synset('plot.n.01'),farmplace,0.6959207206964493,0.7007411196827888,0.6983309201896191,0.7325034141540527,0.7398013547062874,0.7361523844301701
211,number,n,444412,figure,Synset('number.n.01'),gum,0.7360727488994598,0.735724925994873,0.7358988374471664,0.5820341929793358,0.585379533469677,0.5837068632245064
212,write,v,439865,publish,Synset('publish.v.03'),shop,0.7929883450269699,0.7991927415132523,0.7960905432701111,0.665770061314106,0.6705335825681686,0.6681518219411373
213,bring,v,439445,bestow,Synset('lend.v.01'),unitise,0.7159915342926979,0.7202391102910042,0.718115322291851,0.6970252692699432,0.6962330043315887,0.696629136800766
216,lot,n,437545,draw,Synset('draw.n.04'),divide,0.6197006180882454,0.6269399672746658,0.6233202926814556,0.632588766515255,0.6260638386011124,0.6293263025581837
218,book,n,435387,word,Synset('bible.n.01'),malmsey,0.7040868997573853,0.7022146135568619,0.7031507566571236,0.6508611440658569,0.6604740619659424,0.6556676030158997
219,system,n,435303,organisation,Synset('organization.n.05'),slanguage,0.7293530702590942,0.7483727037906647,0.7388628870248795,0.7078338712453842,0.7177763730287552,0.7128051221370697
220,government,n,434971,governing,Synset('government.n.02'),zweig,0.7995547652244568,0.7859503999352455,0.7927525825798512,0.6785681173205376,0.7018183022737503,0.6901932097971439
222,city,n,433843,metropolis,Synset('city.n.01'),bosom,0.8248119428753853,0.8179305866360664,0.8213712647557259,0.6777292191982269,0.6965478882193565,0.6871385537087917
223,company,n,432469,companionship,Synset('company.n.03'),bloch,0.7548614740371704,0.7652714923024178,0.7600664831697941,0.621328741312027,0.6268714740872383,0.6241001076996326
224,story,n,432184,report,Synset('report.n.03'),diet,0.7920171692967415,0.7919745966792107,0.7919958829879761,0.6727093383669853,0.6680904999375343,0.6703999191522598
225,today,r,431562,now,Synset('nowadays.r.01'),sevenfold,0.799194723367691,0.7921056821942329,0.795650202780962,0.6711321324110031,0.6674890965223312,0.6693106144666672
226,job,n,430995,occupation,Synset('occupation.n.01'),wipeout,0.7455732747912407,0.7478413954377174,0.7467073351144791,0.6930825337767601,0.702445812523365,0.6977641731500626
227,move,v,430324,go,Synset('move.v.13'),darn,0.7423073574900627,0.742909662425518,0.7426085099577904,0.5454518347978592,0.5704079419374466,0.5579298883676529
229,bad,a,426558,big,Synset('bad.s.02'),insignificant,0.7544901072978973,0.7516002207994461,0.7530451640486717,0.7237154915928841,0.7191148847341537,0.7214151881635189
230,friend,n,423755,quaker,Synset('friend.n.05'),arikara,0.6991737708449364,0.6965934485197067,0.6978836096823215,0.7198604941368103,0.718841902911663,0.7193511985242367
232,begin,v,421878,start,Synset('get_down.v.07'),show,0.8712314963340759,0.8779492080211639,0.8745903521776199,0.6915150210261345,0.6848898679018021,0.6882024444639683
233,love,v,417532,jazz,Synset('sleep_together.v.01'),submarine,0.697377011179924,0.6947513744235039,0.6960641928017139,0.6363625228404999,0.6343398690223694,0.6353511959314346
235,hold,v,413837,prevail,Synset('prevail.v.02'),carpet,0.6717847064137459,0.671708919107914,0.6717468127608299,0.5854895636439323,0.599159374833107,0.5923244692385197
236,different,a,413578,dissimilar,Synset('unlike.a.01'),toeless,0.8000651374459267,0.8005923107266426,0.8003287240862846,0.7121653035283089,0.7164361774921417,0.7143007405102253
238,little,a,404660,small,Synset('small.a.01'),niggardly,0.7855434343218803,0.7907119244337082,0.7881276793777943,0.7309290394186974,0.7337344065308571,0.7323317229747772
240,ever,r,402590,always,Synset('always.r.01'),tragically,0.7695577815175056,0.7664337158203125,0.7679957486689091,0.6375256404280663,0.6038229167461395,0.6206742785871029
241,word,n,402216,intelligence,Synset('news.n.01'),attachment,0.6437664851546288,0.6432821452617645,0.6435243152081966,0.6074006035923958,0.6183089539408684,0.6128547787666321
243,right,n,389906,rightfulness,Synset('right.n.07'),shepard,0.8907332345843315,0.8922984525561333,0.8915158435702324,0.6583832129836082,0.6432878747582436,0.6508355438709259
244,read,v,386137,take,Synset('take.v.06'),butterfly,0.721070371568203,0.721592478454113,0.721331425011158,0.6146657317876816,0.6233954131603241,0.6190305724740028
247,sure,a,383701,certain,Synset('certain.a.04'),morbid,0.7816495299339294,0.7795876935124397,0.7806186117231846,0.6007714718580246,0.5855008289217949,0.5931361503899097
248,small,a,382563,lowly,Synset('humble.s.01'),lamarckian,0.7386090010404587,0.7370983809232712,0.7378536909818649,0.701926052570343,0.7076088264584541,0.7047674395143986
250,program,n,375708,programme,Synset('program.n.02'),haywood,0.8705184385180473,0.8719886317849159,0.8712535351514816,0.6621566712856293,0.668415941298008,0.6652863062918186
251,maybe,r,374325,peradventure,Synset('possibly.r.01'),simply,0.6606641188263893,0.6612957566976547,0.660979937762022,0.671765424311161,0.6602142304182053,0.6659898273646832
252,right,a,373934,correct,Synset('correct.a.01'),holozoic,0.7935842573642731,0.7917628437280655,0.7926735505461693,0.6454518288373947,0.6367894262075424,0.6411206275224686
254,business,n,373744,clientele,Synset('clientele.n.01'),sin,0.7281093597412109,0.7306375578045845,0.7293734587728977,0.6121534332633018,0.6280287578701973,0.6200910955667496
255,home,n,370758,base,Synset('base.n.14'),grayhen,0.6287942454218864,0.6367660686373711,0.6327801570296288,0.6437129825353622,0.6596778556704521,0.6516954191029072
256,kind,n,367584,sort,Synset('kind.n.01'),peritoneum,0.8710413426160812,0.8840008303523064,0.8775210864841938,0.6600358560681343,0.6563138663768768,0.6581748612225056
257,stop,v,366567,blockade,Synset('barricade.v.01'),cashier,0.7041661292314529,0.7192204594612122,0.7116932943463326,0.702905647456646,0.6941496059298515,0.6985276266932487
258,pay,v,365255,give,Synset('give.v.05'),post,0.7820027768611908,0.7561662569642067,0.7690845169126987,0.6661016941070557,0.665232315659523,0.6656670048832893
259,study,n,364915,survey,Synset('survey.n.01'),impact,0.8151425942778587,0.817734844982624,0.8164387196302414,0.6924164295196533,0.7101943641901016,0.7013053968548775
261,issue,n,362137,proceeds,Synset('return.n.06'),sauerkraut,0.6492937207221985,0.6597484350204468,0.6545210778713226,0.6215712875127792,0.6443052142858505,0.6329382508993149
262,name,n,361916,figure,Synset('name.n.04'),holocephalan,0.6753997504711151,0.6864423826336861,0.6809210665524006,0.6571145728230476,0.6605989411473274,0.6588567569851875
263,idea,n,358006,thought,Synset('idea.n.01'),bush,0.8012179061770439,0.8038965240120888,0.8025572150945663,0.6235547214746475,0.6425293907523155,0.6330420561134815
264,room,n,357682,way,Synset('room.n.02'),rectification,0.6838495209813118,0.6779244095087051,0.6808869652450085,0.714341513812542,0.7162691727280617,0.7153053432703018
265,percent,n,357515,pct,Synset('percentage.n.01'),benzoin,0.7071122154593468,0.710464745759964,0.7087884806096554,0.6843663603067398,0.6941167563199997,0.6892415583133698
267,away,r,355515,out,Synset('away.r.02'),complainingly,0.7242722436785698,0.7114893049001694,0.7178807742893696,0.679871529340744,0.6612309515476227,0.6705512404441833
268,law,n,354958,jurisprudence,Synset('law.n.01'),burundian,0.7786504253745079,0.7983723878860474,0.7885114066302776,0.6748568639159203,0.68947534263134,0.6821661032736301
269,actually,r,353857,really,Synset('actually.r.01'),infelicitously,0.8219906836748123,0.8272046968340874,0.8245976902544498,0.6883384436368942,0.6999310553073883,0.6941347494721413
270,large,a,353703,enceinte,Synset('big.s.13'),expurgated,0.660793274641037,0.6935257241129875,0.6771594993770123,0.7045605182647705,0.7103573903441429,0.7074589543044567
272,provide,v,351941,offer,Synset('put_up.v.02'),scintillate,0.8436738774180412,0.8524609804153442,0.8480674289166927,0.702854610979557,0.7226174920797348,0.7127360515296459
273,lose,v,351650,misplace,Synset('misplace.v.01'),struggle,0.7008492425084114,0.714345209300518,0.7075972259044647,0.7186177223920822,0.7295534461736679,0.7240855842828751
274,power,n,351483,tycoon,Synset('baron.n.03'),fasciculation,0.7161826938390732,0.7096866965293884,0.7129346951842308,0.7200224325060844,0.7282182350754738,0.7241203337907791
275,kid,n,351451,child,Synset('child.n.02'),emmental,0.8360568284988403,0.85264852643013,0.8443526774644852,0.6738753169775009,0.6858037039637566,0.6798395104706287
276,war,n,350575,warfare,Synset('war.n.01'),capitulation,0.8516212776303291,0.8471031710505486,0.8493622243404388,0.7408691868185997,0.7300600558519363,0.735464621335268
277,understand,v,349141,sympathise,Synset('sympathize.v.02'),club,0.7523499056696892,0.7692909017205238,0.7608204036951065,0.628386951982975,0.6466436684131622,0.6375153101980686
278,head,n,348664,drumhead,Synset('drumhead.n.01'),mention,0.7716909646987915,0.784893810749054,0.7782923877239227,0.6589610874652863,0.6496454030275345,0.6543032452464104
280,real,a,348239,actual,Synset('actual.s.03'),tiled,0.8459992781281471,0.8411164954304695,0.8435578867793083,0.6690778136253357,0.6691670119762421,0.6691224128007889
281,best,a,348202,well,Synset('good.s.13'),thoriated,0.7181113660335541,0.711470790207386,0.71479107812047,0.7074963375926018,0.7008944749832153,0.7041954062879086
282,team,n,348063,squad,Synset('team.n.01'),housewarming,0.8406857773661613,0.8335395082831383,0.8371126428246498,0.7297318577766418,0.7115348652005196,0.7206333614885807
283,eye,n,347153,heart,Synset('center.n.01'),ustilaginales,0.7338131666183472,0.7405470535159111,0.7371801100671291,0.6974950581789017,0.7065060064196587,0.7020005322992802
285,long,a,345005,recollective,Synset('retentive.a.01'),congolese,0.6683874130249023,0.6700355112552643,0.6692114621400833,0.6766329258680344,0.6934825107455254,0.6850577183067799
286,side,n,342841,english,Synset('english.n.04'),impermanency,0.5793013945221901,0.5746321007609367,0.5769667476415634,0.6776369288563728,0.6683240979909897,0.6729805134236813
287,water,n,342574,pee,Synset('urine.n.01'),n,0.6891012564301491,0.6830198988318443,0.6860605776309967,0.6295794993638992,0.6370333880186081,0.6333064436912537
288,young,a,341002,youthful,Synset('youthful.s.01'),close,0.8257523700594902,0.829852968454361,0.8278026692569256,0.6261488199234009,0.6371332034468651,0.631641011685133
289,wait,v,339926,waitress,Synset('wait.v.04'),egg,0.6788573265075684,0.7009960785508156,0.689926702529192,0.5756171494722366,0.5905064269900322,0.5830617882311344
290,okay,r,339699,alright,Synset('okay.r.01'),harshly,0.889687292277813,0.8924483358860016,0.8910678140819073,0.6618611514568329,0.6764651462435722,0.6691631488502026
292,yet,r,338408,hitherto,Synset('so_far.r.01'),tastily,0.6988492533564568,0.6894017234444618,0.6941254884004593,0.6572100967168808,0.6167058423161507,0.6369579695165157
294,meet,v,333954,forgather,Synset('meet.v.07'),explode,0.6695024520158768,0.6786797940731049,0.6740911230444908,0.6827113926410675,0.6767855957150459,0.6797484941780567
295,service,n,332313,help,Synset('avail.n.01'),xenicus,0.7191349416971207,0.7067427486181259,0.7129388451576233,0.6557250767946243,0.664104774594307,0.6599149256944656
296,area,n,331866,expanse,Synset('area.n.06'),assemblage,0.7670047208666801,0.7696470320224762,0.7683258764445782,0.721966989338398,0.7351604774594307,0.7285637333989143
297,important,a,331646,authoritative,Synset('authoritative.s.01'),isomorphous,0.7573807835578918,0.7594616860151291,0.7584212347865105,0.7319719716906548,0.7264269068837166,0.7291994392871857
298,person,n,330987,soul,Synset('person.n.01'),vacuolisation,0.7308816909790039,0.7526675015687943,0.7417745962738991,0.6896221563220024,0.7043219953775406,0.6969720758497715
301,much,r,329230,lots,Synset('a_lot.r.01'),bimonthly,0.7221911251544952,0.7207252830266953,0.7214582040905952,0.6954121291637421,0.706488735973835,0.7009504325687885
303,end,n,328699,closing,Synset('conclusion.n.08'),man,0.7024634033441544,0.7077521532773972,0.7051077783107758,0.6350989565253258,0.629307933151722,0.6322034448385239
304,change,v,327637,deepen,Synset('deepen.v.04'),strip,0.6957428306341171,0.6986965164542198,0.6972196735441685,0.6344236582517624,0.651932992041111,0.6431783251464367
305,however,r,326015,nevertheless,Synset('however.r.01'),impudently,0.7469627633690834,0.7419926673173904,0.7444777153432369,0.6322873383760452,0.6237583681941032,0.6280228532850742
307,around,r,324064,round,Synset('round.r.01'),indecorously,0.7599503323435783,0.7646380513906479,0.7622941918671131,0.6383408084511757,0.638825312256813,0.6385830603539944
308,hour,n,323999,hr,Synset('hour.n.01'),fingering,0.7794329822063446,0.7824114710092545,0.7809222266077995,0.7109751477837563,0.7145330905914307,0.7127541191875935
310,national,a,321960,internal,Synset('home.s.03'),existentialist,0.694016844034195,0.6977280527353287,0.6958724483847618,0.7183736711740494,0.7134610861539841,0.7159173786640167
312,line,n,319492,occupation,Synset('occupation.n.01'),centaury,0.6421272680163383,0.6393463611602783,0.6407368145883083,0.6727022081613541,0.6806581765413284,0.6766801923513412
313,girl,n,319120,missy,Synset('girl.n.01'),hypnos,0.7043281868100166,0.7229460179805756,0.7136371023952961,0.6547117605805397,0.6687239482998848,0.6617178544402122
315,watch,v,318772,determine,Synset('determine.v.08'),push,0.6986673027276993,0.6897011622786522,0.6941842325031757,0.686443105340004,0.6789571195840836,0.6827001124620438
317,father,n,318173,begetter,Synset('father.n.01'),condition,0.6805542707443237,0.690481074154377,0.6855176724493504,0.6555881649255753,0.65592972189188,0.6557589434087276
318,sit,v,315022,seat,Synset('seat.v.01'),break,0.7843034937977791,0.7970137298107147,0.7906586118042469,0.63826734572649,0.6364995092153549,0.6373834274709225
319,create,v,314631,make,Synset('produce.v.02'),witness,0.8265840038657188,0.8119207099080086,0.8192523568868637,0.6918299049139023,0.7028683498501778,0.69734912738204
320,information,n,314341,data,Synset('data.n.01'),arousal,0.8411715850234032,0.8403920158743858,0.8407818004488945,0.6962083131074905,0.7015752047300339,0.6988917589187622
321,car,n,313437,railcar,Synset('car.n.02'),jig,0.8230062052607536,0.857290118932724,0.8401481620967388,0.694285050034523,0.7005563676357269,0.697420708835125
322,learn,v,312649,memorise,Synset('memorize.v.01'),masculinize,0.7876240164041519,0.7996824532747269,0.7936532348394394,0.7249857857823372,0.7362859025597572,0.7306358441710472
